track_id,artist,album,track,album_track_seq,track_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2D3kGHXhyEwQ456WJlR2wq,Kaitlyn Baker,Coal Train,Coal Train,1,2015-04-21,0.494,0.775,9,-4.298,1,0.0284,0.000312,0.0,0.281,0.378,90.042,205760,4
0dLOjtCLRO5wg664mdIECh,Sam Baker,Say Grace,Go in Peace,14,2013-08-17,0.479,0.207,10,-12.706,1,0.0354,0.821,0.000176,0.106,0.389,144.174,88973,4
6d8X5TiQ3RJ3s0z72Nxwze,Drew Baldridge,Gentle Man,Gentle Man,1,2018-04-20,0.699,0.496,11,-7.44,1,0.0296,0.57,0.0,0.11,0.423,79.99,200613,4
2bi7YTjzYJUK1CAnJ4PGx2,Mali,"Super Rail Band of the Buffet Hotel De La Gare De Bamako, Mali",Foliba,1,2012-01-30,0.512,0.741,10,-9.671,1,0.0375,0.501,2.54e-06,0.351,0.791,114.048,469867,4
5sCvipEhpAhVhu3K6kzm1P,The Band CAMINO,My Thoughts on You,2 / 14,1,2016-04-01,0.607,0.708,9,-7.428,1,0.0539,0.377,0.0,0.294,0.551,97.005,163690,4
3s5NrHgyTkuinl0TgHCHeK,The Band Of Heathens,Top Hat Crown & the Clapmaster's Son,Hurricane,9,2016-01-01,0.362,0.421,7,-8.824,1,0.0437,0.39,0.0,0.0971,0.356,64.763,319228,4
4u26EevCNXMhlvE1xFBJwX,The Band Perry,The Band Perry,If I Die Young,3,2010-01-01,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4
3pnwRURls7p0waDfWYKsFx,Bandana Split,For Ya,For Ya,1,2015-06-21,0.822,0.422,1,-8.446,1,0.0961,0.256,0.0,0.0902,0.389,99.986,194490,4
0je0P1mET85v5mnzwYGjwR,Victoria Banks,When You Can Fly,When You Can Fly,4,2009-04-14,0.37,0.798,7,-6.678,1,0.042,0.0057,1.99e-06,0.0868,0.547,160.378,205213,3
63h8NWgLqvSo5XKfc6vvns,Kelleigh Bannen,Famous,Famous,1,2013-01-01,0.631,0.826,7,-5.411,1,0.0301,0.0181,1.1e-06,0.33,0.688,145.911,192027,4
3oRAOtHwMLwOsbJmrCclue,Del Barber,Where The City Ends,Love Is Just A Wrecking Ball,4,2009,0.589,0.548,0,-8.801,1,0.0325,0.197,2.99e-06,0.17,0.421,84.783,260333,4
2sFD6PE0UGg8WaqqDgrCoG,Edwin McCain,Warren Haynes Presents: The Benefit Concert Vol. 3,That Sign on the Door,3,2010-06-08,0.442,0.536,9,-8.235,1,0.0298,0.124,4.93e-06,0.537,0.136,106.395,477907,3
0d3P3GZGU7G3L1cIFLAbqj,Greg Bates,Greg Bates EP,Did It For The Girl,5,2012-01-01,0.658,0.728,5,-4.916,1,0.0237,0.0183,6.26e-06,0.306,0.682,101.969,191293,4
6oReorJAnYtifDxhe1ztqD,Karen-Lee Batten,Under The Covers In Muscle Shoals,Sweet Home Alabama,10,2018-03-09,0.665,0.625,11,-5.707,0,0.0277,0.242,2.13e-05,0.321,0.485,92.177,261960,4
0iXQ0GWaYAC4XMivDRYR5Y,Tucker Beathard,Find Me Here,Find Me Here,1,2019-05-31,0.61,0.306,4,-7.368,1,0.0322,0.763,0.0,0.0909,0.212,79.304,234125,4
485JwqpIFL5Uy0BcCtXDJX,Ryan Beaver,Under The Neons,Under the Neons,12,2008-01-01,0.621,0.563,10,-8.088,1,0.0257,0.116,1.85e-05,0.29,0.436,113.006,240280,4
5FBjLI91XAAfkJIObf6lvV,Luke Bell,Luke Bell,Where Ya Been?,3,2016-06-17,0.536,0.672,4,-6.361,1,0.0268,0.7,0.0584,0.309,0.49,86.795,209827,4
064SVQsmWl5EF0zahmzkQk,The Bellamy Brothers,Bellamy Brothers,Let Your Love Flow,6,1976-07-01,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,198760,4
3PW9BQuWmN8GK0ZouDTR41,Richard Bennett,Last Train From Poor Valley,Last Train from Poor Valley,2,2010-12-21,0.537,0.37,2,-10.38,1,0.0261,0.628,0.0125,0.109,0.622,135.818,297213,4
1w4ZGQVDZGF9wMixYllYVF,Jason Benoit,"Revolution, Pt. 1",Slow Hand,5,2019-10-11,0.622,0.841,7,-4.995,1,0.0301,0.0044,0.0,0.359,0.758,114.008,216448,4
61FfiL8hYFXh5qe7tuBsar,George Strait,The Cowboy Rides Away: Live From AT&T Stadium,All My Ex's Live In Texas,19,2014-09-16,0.562,0.747,6,-7.797,0,0.0525,0.368,8.39e-06,0.97,0.554,133.742,208160,4
0FXflnKvQvf15RuDzSb7DO,Ridley Bent,Blam,Suicidewinder,4,2005,0.842,0.698,2,-5.791,1,0.183,0.0944,0.00225,0.0903,0.595,89.998,322480,4
0NUuzIdpF75527LkvUf2vM,Bering Strait,Apart,Apart,1,2013-02-17,0.363,0.359,6,-9.883,1,0.032,0.753,0.862,0.0704,0.0392,131.967,355398,3
1XMg1GAPqGUGd8XUrzWa86,Peter Cetera,Faithfully,I Wanna Take Forever Tonight,2,2005-01-25,0.601,0.624,1,-6.05,1,0.0243,0.514,0.00555,0.152,0.259,105.439,277827,4
3ZJ2fqZgjunv0RbEBeAowU,Dickey Betts,Dickey Betts Band: Live At The Lone Star Roadhouse,Duane's Tune,3,1978,0.293,0.657,4,-9.268,0,0.0335,0.0355,0.398,0.427,0.448,78.329,396227,4
3T3Epzn2xHawkZ7uzxR13p,Bo Bice,The Real Thing,The Real Thing,1,2005-10-25,0.494,0.87,2,-4.33,1,0.0413,0.0707,2.98e-05,0.0798,0.504,146.882,201667,4
1y8IBZAyTGaDVdFuAgLANQ,Craig Bickhardt,Home for the Harvest,Steady as She Goes,1,2018-08-18,0.532,0.281,3,-14.325,1,0.0314,0.605,4.13e-05,0.128,0.313,145.833,210733,4
5s7m2xNZWgz5FqVSIvJcGA,Big & Rich,Horse Of A Different Color,Save a Horse (Ride a Cowboy),9,2004-04-20,0.7,0.896,2,-2.276,1,0.191,0.108,0.0,0.453,0.817,102.065,200307,4
07GtDOCxmye5KDWsTSACPk,The Big Bopper,Chantilly Lace,Chantilly Lace,1,1958-01-01,0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,145267,4
1miW0gVzFMfGGdVtMBT2ze,Big House,Big House,"Road Man - From ""Black Dog"" Soundtrack",11,1997-01-01,0.768,0.649,9,-9.212,1,0.0404,0.136,0.00678,0.114,0.936,123.885,371333,4
5ucGdfQWcyaiWfQPZKQnWD,Big Smo,Where You From,Where You From,1,2017-07-07,0.821,0.827,0,-5.031,1,0.189,0.059,0.0,0.305,0.596,136.062,202040,4
7jS9A7YF2JUNev38rwTx7x,Big Tom & The Mainliners,Original Irish Showband Greats,Carroll County Accident,65,2016-01-01,0.436,0.638,9,-9.188,1,0.079,0.777,6.45e-05,0.34,0.885,192.457,158733,4
1uRKT2LRANv4baowBWHfDS,Bill Haley & His Comets,Rock Around The Clock,(We're Gonna) Rock Around The Clock,1,1955-12-19,0.811,0.859,9,-6.317,1,0.168,0.205,3.73e-06,0.0761,0.784,90.686,129893,4
590TEiuTuGZX3pKclbK4PN,Billy Hill,The Hillbilly Mansion,Hillbilly Mansion,1,2019-05-13,0.751,0.668,9,-6.411,0,0.215,0.0439,0.0,0.077,0.534,144.955,225149,4
6aLl1AjRbo4ddJZh7Hzazx,Ryan Bingham,Mescalito,Southside Of Heaven,1,2007-01-01,0.387,0.499,7,-10.207,1,0.0259,0.0029,0.00373,0.0695,0.333,111.032,379160,4
0FKYtSmNE6AWgHSa8NZM5Y,Scott H. Biram,The Dirty Old One Man Band,Blood Sweat & Murder,1,2005-03-22,0.486,0.756,9,-7.711,1,0.0709,0.823,0.265,0.377,0.812,114.772,174907,4
4TnICdfK1QrbDVpPk12aGe,Jaydee Bixby,Easy to Love,Tailgate,3,2010-05-28,0.463,0.972,11,-3.361,0,0.0613,0.0282,5.09e-06,0.131,0.518,171.992,225480,4
0xgm9ojDGh01nTsreKg0oL,Maggie Bjorklund,Shaken,Missing At Sea,8,2014-10-14,0.497,0.5,6,-9.099,1,0.0266,0.482,0.97,0.169,0.263,124.356,218627,4
3tvlD4NK5C1bGjCu6GM76u,The Black Lillies,Stranger to Me,Earthquake,8,2018-09-28,0.426,0.264,1,-10.35,1,0.0522,0.856,0.0,0.074,0.46,163.648,201000,4
4jTXqPLctkoC5lU0t0mBjh,Black Tie Event,Falling ... Call Us Wise,Falling,1,2019-11-01,0.628,0.576,10,-6.249,0,0.0336,0.0107,2.29e-05,0.0844,0.618,143.816,258247,4
5Y36csDNfP9gRThyyveiBT,Blackberry Smoke,The Whippoorwill,One Horse Town,4,2012-08-14,0.599,0.734,0,-4.615,1,0.0355,0.281,0.0,0.119,0.243,118.928,256147,4
7yYWlhU8uy27bLV6gxPcFD,BlackHawk,Blackhawk,Goodbye Says It All,1,1994,0.646,0.479,8,-9.823,1,0.0265,0.0566,0.0,0.0517,0.674,137.703,204160,4
5IYcs91hSojBZsA68ypqxu,Blake Brandes,Remix Your Reality,Remix Your Reality,12,2017-05-31,0.841,0.774,11,-5.103,0,0.272,0.0648,0.0,0.13,0.314,92.514,207308,4
18L7Wu5zpWR5SH95apWaGk,Norman Blake,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",You Are My Sunshine,3,2000-12-05,0.572,0.254,6,-13.798,1,0.0283,0.864,0.00876,0.14,0.633,88.451,267600,4
3IGWa5JFOY6nyGqpeD5J4z,Clay Blaker,Sooner Or Later,South Of The Border,1,2002,0.628,0.47,2,-9.265,1,0.0406,0.511,1.53e-05,0.0784,0.503,129.049,158080,4
333824ICRsi6FnS4Ry8lVc,Damien O'Kane,Banjophony,Miller's Gin / Potato Anxiety,1,2018-07-20,0.293,0.629,3,-8.833,1,0.0363,0.635,0.964,0.0976,0.648,89.986,314300,4
0Y6dPRfSOVgLzKpn7L741h,Blue County,Blue County,Good Little Girls,1,2004-04-06,0.668,0.808,2,-5.26,1,0.0384,0.0193,0.0,0.0294,0.778,122.001,181800,3
2d6d9enSAO1ax45MwRw1rB,Blue Highway,Original Traditional,Don’t Weep For Me,1,2016-09-02,0.488,0.775,9,-5.458,1,0.0465,0.54,0.000387,0.0502,0.811,205.864,208653,4
4gccD7vZreoOWUb6aC5F39,Jenny and the Blue Moon Boys,He's My Man,He's My Man,1,2018-05-18,0.579,0.922,2,-9.315,1,0.0426,0.196,0.00489,0.25,0.581,137.756,122979,4
4MgPAPoNsUpJrVhKf1dCxz,Blue Rodeo,Five Days In July,Hasn't Hit Me Yet,2,1993-10-26,0.504,0.635,4,-7.979,1,0.0273,0.312,6.69e-05,0.311,0.564,141.777,313920,4
1gfEN7JRlMF76kkU5Ygoxk,James Blundell,Aussie Legends,Way Out West,26,2019-11-22,0.603,0.869,7,-4.528,1,0.0301,0.0604,4.78e-06,0.187,0.573,123.165,240519,4
42sfAALSZix5b2y5trScFl,Douwe Bob,Paradise And Back Again,Hold Me,12,2015-01-30,0.35,0.38,3,-7.791,1,0.0274,0.607,0.0,0.149,0.355,160.847,229796,3
1kRlt3v0NI6OLhyMkZZAee,Jason Boland & The Stragglers,Pearl Snaps,Somewhere Down in Texas,1,2001,0.479,0.486,4,-11.195,1,0.035,0.142,0.000694,0.0856,0.515,72.374,353653,4
0HYbaIGSXjQhJ1fyxRJ6qO,Bomshel,Fight Like A Girl,Fight Like A Girl,4,2009-10-20,0.543,0.567,1,-5.627,1,0.028,0.0117,0.0,0.122,0.197,77.134,214213,4
6PhjcpE9dbF1hJLWYNEHbN,The Boom Chucka Boys,Ramble,Turn This Car Around,3,2015-02-10,0.651,0.786,9,-5.277,1,0.03,0.00308,0.0,0.146,0.626,127.981,214880,4
3dFR132gzO8jxD57R2gid3,Debby Boone,You Light Up My Life,You Light Up My Life,1,1977-07-01,0.333,0.367,2,-10.06,1,0.0291,0.831,1.19e-05,0.262,0.0685,77.986,216287,3
41JHATZ6dwXnVackZMabm3,Tony Booth,The Essential Tony Booth,Lonesome 7-7203,4,2009-10-01,0.584,0.473,7,-8.335,1,0.032,0.183,2.73e-05,0.288,0.801,136.068,141800,4
2EJNrAyqx1pPHzH04eNq1v,Clare Bowen,Clare Bowen,Let It Rain,1,2018-04-27,0.494,0.749,0,-6.118,1,0.0451,0.721,0.00498,0.134,0.461,146.065,210973,4
5XlN58Ay3R3cE7P7c9XjaC,Wade Bowen,The Blue Light Live,Who I Am,10,2003-07-09,0.573,0.681,9,-4.2,1,0.0277,0.2,0.0,0.941,0.448,122.45,275107,4
4x80O7HhUzxec2hAgWdvQ8,Ash Bowers,I Still Believe in That,I Still Believe in That,1,2011-05-17,0.551,0.841,4,-3.868,1,0.041,0.0569,1.57e-05,0.171,0.525,99.85,206400,4
47Dey0jXZv5PdGmCGR1jYa,Crystal Bowersox,Up To The Mountain,Up To The Mountain,1,2010-05-27,0.351,0.362,0,-6.573,1,0.0275,0.701,4.52e-06,0.122,0.151,115.135,233200,3
0OuDLAFiaNsyNFHWs6YWuh,The Boxmasters,"Twistable, Turnable Man: A Musical Tribute To The Songs Of Shel Silverstein",Sylvia's Mother,9,2010-01-01,0.542,0.793,7,-7.191,1,0.0263,0.0702,0.0,0.154,0.882,103.022,196200,4
6NbaCMidP5CmQSUL1fomZf,Boy Howdy,She'd Give Anything,She'd Give Anything,2,1994-01-11,0.597,0.541,0,-7.076,1,0.0255,0.247,0.0,0.174,0.294,142.789,218707,4
2oFTP0ybSQaJhVHJpPN0Y9,Craig Wayne Boyd,From The Inbetween,Rockin Chair,2,2019-11-06,0.624,0.722,1,-6.303,1,0.0364,0.038,2.2e-06,0.0955,0.704,157.897,189573,4
1aNv2vv4EqRyQ6eFdQDAsm,BR549,BR5-49,Cherokee Boogie,2,1996-07-18,0.625,0.789,7,-8.97,1,0.0395,0.337,2.45e-05,0.11,0.965,165.642,150320,4
1mlzFmwzz7ya1jQ3O3kiZE,Dale Ann Bradley,Catch Tomorrow,Run Rufus Run,5,2006-10-10,0.594,0.745,11,-6.764,0,0.0378,0.763,7.56e-05,0.148,0.53,106.183,208347,4
2Zhlrx4dh3GlYKsju4Qd0K,Jeff Bridges,Crazy Heart: Original Motion Picture Soundtrack (Deluxe Edition),Fallin' & Flyin',8,2010-01-19,0.613,0.706,10,-7.32,1,0.0255,0.547,0.000193,0.21,0.87,137.415,182587,4
7eEIh4gWTyHri9bLvOPui3,Logan Brill,Giving Up,Giving Up,1,2018-08-17,0.544,0.531,7,-6.555,1,0.0276,0.0433,6.23e-06,0.138,0.39,145.808,219830,4
4Mk2QOiW3kxLAScENbqz6L,Randy Sharp,That's Another Story,Baby I'm the One,6,1992,0.747,0.44,7,-10.461,1,0.0265,0.244,0.0,0.0752,0.756,93.663,223467,4
6pgN3d6oBrhmrSAKBfWNsf,Luke Combs,What You See Is What You Get,"1, 2 Many",6,2019-11-08,0.54,0.821,6,-3.789,1,0.0875,0.0397,0.0,0.423,0.685,148.791,180907,4
5O7oXGr6wariuJbTNNX4oy,The Bros. Landreth,How Deep Is Your Love,How Deep Is Your Love,1,2015-11-06,0.858,0.161,7,-12.981,0,0.053,0.793,7.84e-06,0.09,0.582,110.082,248591,4
6xrREPyyC5KESDhWfwqHiN,Brothers Osborne,Port Saint Joe,I Don't Remember Me (Before You),3,2018-04-20,0.614,0.614,4,-7.497,0,0.0314,0.104,3.59e-05,0.104,0.598,146.03,192680,4
1x3Sxgpq3MIyZUi9v2W1ZT,Brother Phelps,Let Go,Let Go,1,1993,0.618,0.62,7,-12.347,1,0.0289,0.52,0.0,0.0722,0.9,143.77,219040,4
1fcuD2t3q9QZi8IjBSB48E,BROWN & GRAY,Top Down,Top Down,1,2017-06-30,0.633,0.782,2,-4.311,1,0.0345,0.0266,0.0,0.139,0.542,127.991,181594,4
4D73w6oPi3NbnzArt6cbp8,Buddy Brown,Keepin' it Country,If This Country Still Had Balls,1,2014-10-14,0.523,0.722,7,-6.205,1,0.0544,0.0507,0.0,0.0884,0.501,160.066,189747,4
3rrZmg7ny3suDctNTnr5BX,Jeff Foxworthy with Cooter Brown,"The Best of Jeff Foxworthy: Double Wide, Single Minded (U.S. Version)",Pure Bred Redneck - Remastered Version,14,2004-01-27,0.65,0.873,4,-8.577,1,0.197,0.152,0.0,0.781,0.925,151.513,184360,4
6mukUS6fy8WoKW4x0Et653,Roger Brown,Rodeo Boogie,Rodeo Boogie,1,2000-09-26,0.637,0.766,11,-8.111,0,0.0489,0.221,0.0,0.0902,0.823,116.941,165987,4
0FBhVxxgWt5UcK0p4ZHlRz,Tracey Browne,Everyone Is Ordinary,Kate Rusby,11,2012-03-19,0.543,0.387,0,-10.27,1,0.0286,0.812,0.0,0.211,0.194,143.888,198547,4
5xghdTMuqQPqtDJ0bn3zkn,The Browns,The Essential Jim Ed Brown And The Browns (feat. Jim Ed Brown),The Three Bells (Les Trois Cloches) (feat. Jim Ed Brown),4,1996-01-30,0.455,0.327,7,-10.113,1,0.0328,0.83,0.0,0.0997,0.324,106.303,173840,4
46OqW2f7VYl1sbAXy6EGHb,Bailey Bryan,Perspective,Perspective,1,2019-03-08,0.491,0.499,10,-7.373,0,0.163,0.495,0.0,0.123,0.518,135.865,223507,4
6PiJ2mZ5A5nXocPwtt3tyK,Felice & Boudleaux Bryant,Touch of Bryant,"Bye, Bye Love",6,2018-03-16,0.531,0.545,5,-8.644,1,0.032,0.808,0.0,0.0771,0.805,189.243,151360,4
1ZgD3hoPFZUj4JKLVnW0KF,Speedy West,For the Last Time,Boogie Man,2,1990,0.593,0.71,9,-15.069,1,0.039,0.521,0.855,0.317,0.925,102.726,169227,4
0i9XwjrPZgKNwqopZ8Kfjd,Keith Bryant,Ridin' With The Legend,Ridin' With The Legend,4,2004-06-29,0.706,0.574,5,-6.065,1,0.0386,0.264,0.0,0.127,0.395,84.641,189520,4
0wGK73hRmPsNuoNCPF4cCO,Laura Bryna,Sweet Revenge (Twisted Dee & Diego Fernandez Remix),Sweet Revenge - Twisted Dee & Diego Fernandez Remix,1,2019-08-23,0.669,0.835,0,-4.589,1,0.033,0.00536,0.21,0.116,0.764,127.955,259817,4
6s3WmrBER7k2TVM1wvue3i,The Buckaroos,Nola,Once More,5,1998-01-01,0.598,0.852,11,-6.898,0,0.0313,0.0623,0.257,0.12,0.954,167.972,139173,4
3OiQbwnCDG1YpjGm12RLTp,The Hot Club of Buffalo,The Hot Club of Buffalo,Sous Ciel De Paris,10,2017-04-21,0.43,0.478,8,-6.562,0,0.0306,0.241,0.779,0.178,0.434,99.407,368432,4
1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,Buffalo Springfield,For What It's Worth,1,1966-12-05,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4
2ja31vTn67lZyFHTGFm3E1,Sinead Burgess,Damaged Goods,Momma Raised A Ramblin’ Man,8,2018-08-17,0.551,0.36,6,-9.574,1,0.0272,0.782,0.0,0.11,0.44,94.0,226529,4
7krSTpTS9yExW9zORLudiX,T Bone Burnett,The True False Identity,Palestine Texas,2,2006-05-11,0.522,0.737,3,-8.158,0,0.0458,0.028,0.0783,0.105,0.826,84.81,287373,4
1FVDUgY1lxYkmFVXKx04RJ,Billy Burnette,Are You With Me Baby,Believe What You Say,2,2000,0.554,0.884,11,-5.22,1,0.0496,0.159,0.0,0.118,0.884,163.615,144520,4
4rOKNQ3VyL461HZUFGb1GN,Burnin' Daylight,Burnin' Daylight,Say Yes,1,1997-04-15,0.694,0.705,10,-6.824,1,0.0255,0.151,0.00024,0.203,0.509,113.279,249600,4
7atSUsnbdlQPM8utbFaDQh,Burns & Poe,Get Rowdy: Official Music of the Dallas Cowboys,Cowboy Stomp (feat. Cowboy Troy),3,2010-12-17,0.69,0.936,2,-2.943,1,0.272,0.0164,0.0,0.412,0.378,117.044,145351,4
1aqw07IlUgbPo349b7Pod5,Gary Burrows,Burning EP,Burning,1,2018-04-20,0.747,0.942,7,-8.968,1,0.0485,0.02,0.893,0.137,0.0535,129.015,386977,4
1WwF21UlvjrDFsMm9Iu4zU,Carl Butler and Pearl,Avenue of Prayer,Jesus Is the One,4,1967-03-20,0.589,0.325,9,-8.922,1,0.0266,0.928,0.0,0.0908,0.548,96.257,169587,3
4zWpuY7rA3sJE0MV7bCQRs,Jonathan Byrd,Cackalack,I Was An Oak Tree,3,2010-12-01,0.56,0.294,4,-12.28,1,0.0457,0.821,0.0,0.0879,0.657,93.433,166827,4
0Mt1EgjhezhBXd1WUmsWhn,The Cadillac Three,COUNTRY FUZZ,Hard Out Here For A Country Boy,3,2020-02-07,0.538,0.823,7,-4.314,1,0.027,0.00661,0.0,0.519,0.631,84.988,208930,4
38xPWth17mRx6oIYzfRx4P,Caitlin & Will,Caitlin & Will - EP,Address In The Stars,5,2009-03-31,0.483,0.478,11,-5.814,1,0.0272,0.14,6.84e-06,0.0876,0.168,134.886,268667,4
71WS9A1D31WvMhohHEhOUD,Calamity Jane,Devil Went Down to Georgia,Devil Went Down to Georgia,1,2019-12-06,0.571,0.707,0,-6.839,1,0.0333,0.0468,0.0,0.205,0.482,125.908,260468,4
3yOlyBJuViE2YSGn3nVE1K,Camila Cabello,Romance,My Oh My (feat. DaBaby),4,2019-12-06,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4
4KLR0limTRRLMotfXDS06a,Ashley Campbell,Glen Campbell I'll Be Me Soundtrack,Remembering,3,2015-01-01,0.574,0.584,0,-8.946,1,0.0307,0.0983,0.00117,0.18,0.43,77.023,237680,1
