track_id,artist,album,track,album_track_seq,track_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,Ill Communication,Sabotage,6,5/23/1994,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,4
6dGnYIeXmHdcikdzNNDMm2,The Beatles,Abbey Road (Remastered),Here Comes The Sun - Remastered 2009,7,9/26/1969,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4
2Gy7qnDwt8Z3MNxqat4CsK,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),Wouldn't It Be Nice - Stereo Mix,15,6/16/1966,0.392,0.629,5,-7.056,1,0.0335,0.718,3.76E-06,0.129,0.72,124.511,153205,4
3mRM4NM8iO7UBqrSigCQFH,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",5,1/1/1979,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373,4
1fujSajijBpJlr5mRGKHJN,Ben Folds,Rockin' The Suburbs,The Luckiest,12,9/11/2001,0.374,0.185,2,-11.846,1,0.0366,0.89,0.000746,0.105,0.226,120.519,265293,4
4jKq1e80xAYixkIwt6YyV1,Ben Folds Five,Whatever And Ever Amen (Remastered Edition),Brick,3,3/18/1997,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,271720,4
0ttHpMs250dpFkCYAnuhnE,Better Than Ezra,Deluxe,Good,2,2/28/1995,0.615,0.657,7,-6.873,1,0.029,0.000372,0.0204,0.132,0.792,109.95,185093,4
07GtDOCxmye5KDWsTSACPk,The Big Bopper,Chantilly Lace,Chantilly Lace,1,1/1/1958,0.489,0.806,3,-6.054,1,0.0858,0.841,2.96E-05,0.0687,0.944,172.269,145267,4
5s7m2xNZWgz5FqVSIvJcGA,Big & Rich,Horse Of A Different Color,Save a Horse (Ride a Cowboy),9,4/20/2004,0.7,0.896,2,-2.276,1,0.191,0.108,0,0.453,0.817,102.065,200307,4
0PgWyoqPJO6DGVPnzmbIcu,Bill Haley Jr. and the Comets,Bill Haley Jr. and the Comets,Crazy Man Crazy,2,11/8/2013,0.587,0.673,9,-6.133,1,0.0595,0.312,8.16E-06,0.183,0.804,87.49,236453,4
1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Just As I Am,Ain't No Sunshine,2,5/1/1971,0.479,0.416,4,-11.451,0,0.124,0.457,1.72E-05,0.118,0.514,79.593,125093,4
5u8Uan68a0wy0CGj49SQzT,Billy Fury,The One and Only,Wondrous Place,13,1/1/1983,0.898,0.209,7,-14.703,1,0.171,0.607,0,0.0945,0.497,111.354,148760,4
4TIJ7zSBNejpoIPaWpWRKc,Billy Idol,Rebel Yell,Rebel Yell,1,11/1/1983,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,288533,4
2m4Pj6wQvhiBITHzjYZpsh,Billy J. Kramer,EMI Legends Rock 'n' Roll Seris - The Definitive Collection,Trains and Boats and Planes,18,9/30/1991,0.65,0.579,5,-7.45,1,0.0322,0.437,8.80E-05,0.146,0.416,111.087,169680,4
5zA8vzDGqPl2AzZkEYQGKh,Billy Joel,An Innocent Man,Uptown Girl,6,8/8/1983,0.701,0.943,4,-2.986,1,0.0456,0.0747,0,0.601,0.791,128.992,197707,4
6zmQ8bzlDIfngjy0Ba3w46,The Beatles,1 (Remastered),Get Back - Remastered 2015,22,11/13/2000,0.703,0.636,7,-7.579,1,0.0376,0.186,0.0256,0.0959,0.218,122.921,191773,4
52KvuGmgcgRdrLMXOtda0E,Billy Squier,Don't Say No,The Stroke - Remastered,2,1981,0.67,0.591,7,-6.012,1,0.0646,0.62,0,0.373,0.8,91.439,217613,4
0OMNQyneWmmZtTQpULYJcl,Björk,Post,It's Oh so Quiet,4,6/13/1995,0.474,0.136,3,-14.114,1,0.0595,0.631,0,0.0717,0.2,124.412,217733,3
05NYcsjJwOYq4jIiKPVj9p,The Black Crowes,Shake Your Money Maker,Hard To Handle,6,2/13/1990,0.593,0.786,4,-3.596,1,0.0446,0.00216,0.000667,0.311,0.955,103.761,188067,4
4kFfFe38CRVnTsakUTL4E4,Black Flag,Damaged,Rise Above,1,1981,0.374,0.816,2,-13.88,1,0.0578,0.119,8.01E-06,0.0808,0.138,104.56,146560,4
5G1sTBGbZT5o4PNRc75RKI,The Black Keys,El Camino,Lonely Boy,1,12/6/2011,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,4
48Jo6ii5CSFLDK2wu6yPJW,Black Label Society,The Blessed Hellride,Stillborn,3,4/22/2003,0.598,0.877,1,-4.941,1,0.0425,6.21E-05,0.000329,0.371,0.44,107.034,195547,4
1Y373MqadDRtclJNdnUXVc,Black Sabbath,Paranoid (2014 Remaster),Paranoid - 2016 Remaster,2,9/18/1970,0.415,0.658,4,-12.051,0,0.0696,4.52E-05,0.000735,0.176,0.45,163.015,168406,4
1BwhFXqoIsePt21WyWIttb,Bleachers,Strange Desire,I Wanna Get Better,4,7/11/2014,0.446,0.915,9,-6.221,1,0.141,0.00281,3.87E-05,0.218,0.398,190.013,204520,4
2m1hi0nfMR9vdGC8UcrnwU,blink-182,Enema Of The State,All The Small Things,8,6/1/1999,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726,167067,4
0a4agFmqHXxcZl1nho1BxM,Blondie,Best Of Blondie,Heart Of Glass - Special Mix,1,10/31/1981,0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733,4
0spSRHFS4zF4Imvz9sJcfL,"Blood, Sweat & Tears","Blood, Sweat & Tears (Expanded Edition)",Spinning Wheel,7,1968-12,0.695,0.503,7,-9.313,1,0.0605,0.315,2.47E-05,0.261,0.542,96.818,247267,4
5EYdTPdJD74r9EVZBztqGG,Bloodhound Gang,Hooray For Boobies,The Bad Touch,10,10/4/1999,0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,260507,4
5QTxFnGygVM4jFQiBovmRo,Blue Öyster Cult,Agents Of Fortune,(Don't Fear) The Reaper,3,1976,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000211,0.297,0.382,141.47,308120,4
1CtKHwDqsH3ctcCCI18N0g,The Blues Brothers,The Blues Brothers: Original Soundtrack Recording,Everybody Needs Somebody to Love,5,1980,0.492,0.928,5,-4.037,1,0.071,0.61,0.00259,0.368,0.92,194.078,203453,4
500Tkm3vJmVtdUwdCVxCTb,Blues Traveler,Four,Run-Around,1,1/1/1994,0.629,0.867,7,-7.307,1,0.0603,0.0865,0,0.126,0.876,151.695,279800,4
1FTSo4v6BOZH9QxKc3MbVM,Blur,Blur [Special Edition],Song 2 - 2012 Remaster,2,2/10/1997,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160,4
760clbeDBWmBsBLbszWuNZ,Bo Diddley,Bo Diddley,I'm A Man,2,1/1/1958,0.513,0.546,0,-15.672,1,0.0391,0.333,0,0.17,0.834,85.527,164547,4
6A9mKXlFRPMPem6ygQSt7z,Bob Marley & The Wailers,Exodus (Deluxe Edition),Three Little Birds,9,1/3/1977,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57E-06,0.0476,0.615,148.404,180267,4
5EOoMWIB9iK4ZpcSex9Ec7,Bob Seger,Stranger In Town,Old Time Rock & Roll,3,5/5/1978,0.714,0.937,6,-2.947,1,0.0399,0.206,0,0.0731,0.964,124.13,194147,4
3KzgdYUlqV6TOG7JCmx2Wg,Bobby Darin,That's All,Beyond the Sea,2,1959,0.521,0.516,2,-7.456,0,0.0369,0.723,0,0.257,0.569,136.483,172480,4
0ZfkRyUUYS9Hvl6N5PXPot,Bobby Lewis,Tossin' and Turnin',Tossin' and Turnin',8,9/14/1961,0.561,0.737,0,-7.768,1,0.0432,0.363,0,0.117,0.962,142.031,156923,4
06JokgprGDKrtZ1eP6z2CQ,Bobby Vee,Take Good Care Of My Baby,Take Good Care Of My Baby,1,2/1/1962,0.487,0.441,1,-11.297,1,0.0722,0.761,0,0.15,0.604,82.707,149800,4
4fQMGlCawbTkH9yPPZ49kP,Booker T. & the M.G.'s,Green Onions,Green Onions,1,1962,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,176333,4
5oQcOu1omDykbIPSdSQQNJ,Bowling For Soup,A Hangover You Don't Deserve,1985,3,2004,0.606,0.887,4,-4.404,1,0.0598,0.000242,0,0.337,0.903,119.974,193000,4
1QEEqeFIZktqIpPI4jSVSF,Boston,Boston,More Than a Feeling,1,1976,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,4
6RJK553YhstRzyKA4mug09,The Box Tops,The Letter/Neon Rainbow,The Letter,1,1967,0.638,0.428,9,-12.156,0,0.0687,0.252,0,0.132,0.901,139.434,112800,4
1MaqkdFNIKPdpQGDzme5ss,Boys Like Girls,Love Drunk,Two Is Better Than One (feat. Taylor Swift),4,9/3/2009,0.521,0.702,0,-5.189,1,0.0331,0.189,0,0.0962,0.25,127.976,242840,4
3l3xTXsUXeWlkPqzMs7mPD,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),End Of The Road,17,4/30/1991,0.64,0.427,5,-9.29,0,0.0241,0.0664,0,0.0579,0.529,149.703,351467,3
52VIdyKqp1pJRSyUQaxKUA,Bread,Baby I'm-a Want You,Everything I Own,4,1972,0.365,0.338,2,-13.406,1,0.0322,0.735,0,0.104,0.446,79.241,187000,4
2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Merry Christmas From Brenda Lee,Rockin' Around The Christmas Tree,1,10/19/1964,0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,126267,4
1DA7FEKgQeyRPtU44L5DOf,Brett Young,Brett Young (Big Machine Radio Release Special),In Case You Didn't Know,8,2/9/2017,0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,226200,4
7Jd0MqZq15T4pDWts2G6Yl,Brian Eno,Small Craft On A Milk Sea,Emerald and Stone,13,11/1/2010,0.324,0.0379,11,-25.247,1,0.0554,0.987,0.907,0.0756,0.0383,120.169,132307,4
5c8ahMgM0oqs8Qdq1HGV20,Brian May,Pavarotti & Friends,Too Much Love Will Kill You,10,1/1/1993,0.239,0.227,7,-13.839,1,0.0386,0.875,4.75E-05,0.972,0.203,72.47,268507,4
7FwBtcecmlpc1sLySPXeGE,Bruce Springsteen,Born In The U.S.A.,Dancing In the Dark,11,6/4/1984,0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,241307,4
6cn8gJTXNp796XMUpJ8SYB,Bruce & Terry,The Best of Bruce & Terry,Don't Run Away,5,6/15/1998,0.513,0.563,4,-9.003,1,0.0258,0.691,0.000312,0.329,0.486,97.033,166493,4
0GONea6G2XdnHWjNZd6zt3,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,6,11/5/1984,0.508,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.131,216053,4
5XfQTbialQHn9PhDb0p85H,Buckcherry,15,Crazy Bitch,7,4/11/2006,0.661,0.978,1,-3.064,0,0.107,0.0247,0,0.0856,0.592,98.019,204960,4
39lnzOIUCSNaQmgBHoz7rt,Buddy Holly,Buddy Holly,Everyday,7,1958,0.747,0.219,3,-12.562,1,0.0371,0.584,2.57E-05,0.107,0.498,135.562,129120,4
1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,Buffalo Springfield,For What It's Worth,1,12/5/1966,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4
6t1FIJlZWTQfIZhsGjaulM,The Buggles,The Age Of Plastic,Video Killed The Radio Star,2,1/10/1980,0.675,0.61,1,-13.811,1,0.085,0.0852,0.0188,0.159,0.344,131.037,253800,4
25GC50HslaaruyrKjdu0lP,Bullet For My Valentine,Fever,Your Betrayal,1,4/20/2010,0.569,0.883,2,-4.41,0,0.0747,8.07E-05,7.74E-05,0.0883,0.373,134.003,291427,4
7wpYSigAhQeZp3cdsMQ3Af,Bush,Sixteen Stone (Remastered),Glycerine,10,10/14/2014,0.437,0.337,5,-11.439,1,0.0326,0.0371,0.000946,0.0981,0.0784,114.239,266493,4
1ng36571Iyov4HBxUClySn,Butthole Surfers,Electriclarryland,Pepper,3,1/1/1996,0.631,0.804,7,-5.492,1,0.166,0.00589,0.00116,0.16,0.671,79.898,297267,4
5YUJMvTg4AWHKjqQidTsGK,Buzzcocks,Love Bites,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,2,1978,0.266,0.831,4,-9.07,1,0.0453,0.000862,0,0.0555,0.778,175.514,163693,4
5qBqBdfTEIWJwAS0Jm2F5R,The Byrds,Turn! Turn! Turn!,Turn! Turn! Turn! (To Everything There Is a Season),1,12/6/1965,0.452,0.818,2,-8.124,1,0.0439,0.135,2.72E-05,0.052,0.755,124.474,229360,4
3OOFEF20WqtsUPcRbPY3L7,Cake,Comfort Eagle,Short Skirt / Long Jacket,4,7/23/2001,0.778,0.899,2,-6.552,1,0.0451,0.0028,0.0345,0.0263,0.881,119.995,204133,4
3Pzh926pXggbMe2ZpXyMV7,Cage The Elephant,Cage The Elephant (Expanded Edition),Ain't No Rest for the Wicked,3,3/24/2009,0.634,0.849,0,-7.075,1,0.105,0.0438,0,0.363,0.919,156.004,175493,4
3mhOmh4tRKsMfnRmgZfeBm,Candlebox,Candlebox,Far Behind,5,7/16/1993,0.552,0.645,7,-6.595,1,0.0268,0.00187,1.38E-06,0.0424,0.588,89.518,299733,4
3iltRlox3jEeSKuqdW88EK,Canned Heat,On The Road Again,Going Up The Country,5,1/1/1989,0.622,0.239,5,-18.982,0,0.0447,0.859,0.051,0.109,0.737,79.674,172867,4
3Qylbx7tZcsP9RggQ6umUh,Carl Perkins,The Dance Album,Blue Suede Shoes,1,1957,0.548,0.675,4,-7.318,0,0.0364,0.448,8.53E-05,0.297,0.965,168.891,134446,4
2DnJjbjNTV9Nd5NOa1KGba,Carly Simon,No Secrets,You're so Vain,3,1972,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69E-06,0.0784,0.647,106.186,258411,4
12q3V8ShACq2PSWINMc2rC,Carole King,Tapestry,It's Too Late,3,1971,0.45,0.441,9,-12.718,0,0.0352,0.498,0.00562,0.133,0.811,208.282,233173,4
4alHo6RGd0D3OUbTPExTHN,The Cars,The Cars,Just What I Needed,3,6/6/1978,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.40E-05,0.0858,0.69,127.224,225627,4
